,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
JUN,0.1489303502199155,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.713737021208429e-05,0.0,0.0,0.011703297989373406
MAN2A1,0.1479709807568855,0.0,8.407771530552179e-05,0.0,0.009900990099009901,8.215488968509117e-05,0.0,0.0,0.011703297989373406
CTPS1,0.14769500735976135,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.890687532015934e-05,0.0,0.0,0.011703297989373406
RGL1,0.14716031328601217,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.56588739983496e-05,0.0,0.0,0.011703297989373406
ATIC,0.14703797919077774,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.22443088915805e-05,0.0,0.0,0.011703297989373406
IL1R1,0.14682521061511433,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.102171220296103e-05,0.0,0.0,0.011703297989373406
MXRA8,0.14582632409064375,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.686657571251636e-05,0.0,0.0,0.011703297989373406
C1orf162,0.14571676390636948,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.050355713967391e-05,0.0,0.0,0.011703297989373406
REEP5,0.14528626892910276,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.221443194971971e-05,0.0,0.0,0.011703297989373406
PCNX2,0.14509730510414637,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.6739646843671414e-05,0.0,0.0,0.011703297989373406
THEMIS2,0.1446868514295275,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.225444583086779e-05,0.0,0.0,0.011703297989373406
COL16A1,0.14308860980793944,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.384732286835255e-05,0.0,0.0,0.011703297989373406
ABTB1,0.1427867252024444,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.905223185312061e-05,0.0,0.0,0.011703297989373406
ARHGAP26,0.142716330074416,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.969337944327182e-05,0.0,0.0,0.011703297989373406
CBLB,0.14188832582155614,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.449094891110223e-05,0.0,0.0,0.011703297989373406
SLIT3,0.14152024307593505,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.064467081704278e-05,0.0,0.0,0.011703297989373406
CDC42SE1,0.1414829778417316,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.703575215211945e-05,0.0,0.0,0.011703297989373406
TTC7A,0.14093437379138132,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.188118567678158e-05,0.0,0.0,0.011703297989373406
TMEM156,0.14029761616987488,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.778056294724342e-05,0.0,0.0,0.011703297989373406
GSK3B,0.13966007694645163,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.770080397873659e-05,0.0,0.0,0.011703297989373406
YTHDF2,0.13924618826745763,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.626130816197725e-05,0.0,0.0,0.011703297989373406
SMARCA5,0.13866175872862976,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.017337976480627e-05,0.0,0.0,0.011703297989373406
PRDM2,0.13865787044744854,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.082440674112709e-05,0.0,0.0,0.011703297989373406
RGS2,0.13842261067561107,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.146661267745198e-05,0.0,0.0,0.011703297989373406
MARCH1,0.13833073101825,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.4760042901114936e-05,0.0,0.0,0.011703297989373406
MME,0.1382178008469233,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.6058717850452154e-05,0.0,0.0,0.011703297989373406
TNFRSF1B,0.13791146313860364,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.388806214392883e-05,0.0,0.0,0.011703297989373406
MFF,0.13764522953222552,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.082561110826524e-05,0.0,0.0,0.011703297989373406
OBSCN,0.13716814185856674,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.085208414307425e-05,0.0,0.0,0.011703297989373406
GPR155,0.13588424656906875,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.317866805791842e-05,0.0,0.0,0.011703297989373406
FRZB,0.13513783645239555,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.799087016936033e-05,0.0,0.0,0.011703297989373406
FCGR2B,0.13511112727861382,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.852479974472958e-05,0.0,0.0,0.011703297989373406
PRELP,0.1335283468891696,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.44802844948242e-05,0.0,0.0,0.011703297989373406
GPX3,0.13247563506946206,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.713289642338663e-05,0.0,0.0,0.011703297989373406
TGFBI,0.13198189785033965,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.068675716886139e-05,0.0,0.0,0.011703297989373406
LDAH,0.13193277516474108,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.632059478017427e-05,0.0,0.0,0.011703297989373406
RELL1,0.13182473579665246,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.743808821038816e-05,0.0,0.0,0.011703297989373406
BTN2A2,0.13168993393469103,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.307667398358056e-05,0.0,0.0,0.011703297989373406
HMCES,0.13094865739024505,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.907551909042322e-05,0.0,0.0,0.011703297989373406
SPRY1,0.13034551411186596,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.432713761029749e-05,0.0,0.0,0.011703297989373406
F3,0.1301797969384326,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.1098765842082464e-05,0.0,0.0,0.011703297989373406
FNDC3B,0.12952832110761142,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.77192172226691e-05,0.0,0.0,0.011703297989373406
ROBO1,0.128321550595934,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.8000883553447895e-05,0.0,0.0,0.011703297989373406
ZKSCAN8,0.12831952462257712,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.508946228679356e-05,0.0,0.0,0.011703297989373406
COL5A2,0.1273280691759681,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.0424654172927196e-05,0.0,0.0,0.011703297989373406
EPC2,0.12688553315987713,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.657587479927804e-05,0.0,0.0,0.011703297989373406
PARM1,0.1268663824197952,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.774917311034602e-05,0.0,0.0,0.011703297989373406
RBMS1,0.1264345143638957,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.55731394318742e-05,0.0,0.0,0.011703297989373406
CRIM1,0.12634924356797705,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.988041949050765e-05,0.0,0.0,0.011703297989373406
OBSL1,0.12542624337000854,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.034167534802899e-05,0.0,0.0,0.011703297989373406
LPP,0.1254228200553613,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.761834287881028e-05,0.0,0.0,0.011703297989373406
FCGR2A,0.12440202354678115,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.7459561836076164e-05,0.0,0.0,0.011703297989373406
GNLY,0.1235048840284609,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.561077626475014e-05,0.0,0.0,0.011703297989373406
STAG1,0.12324774101624818,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.590955148939005e-05,0.0,0.0,0.011703297989373406
RIOK1,0.12301911133401772,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.0120900656885166e-05,0.0,0.0,0.011703297989373406
ADGRL4,0.12275438692645324,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.113434344426966e-05,0.0,0.0,0.011703297989373406
CD55,0.12217721919605254,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.138523571356143e-05,0.0,0.0,0.011703297989373406
CYP4V2,0.12160092903389387,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.146013841812108e-05,0.0,0.0,0.011703297989373406
DTHD1,0.12041120814049223,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.5532788133357835e-05,0.0,0.0,0.011703297989373406
LIFR,0.12007381009504862,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.146481829450547e-05,0.0,0.0,0.011703297989373406
FAM49A,0.12001730397006626,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.133405458373538e-05,0.0,0.0,0.011703297989373406
PROX1,0.11966689195529413,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.324239967657205e-05,0.0,0.0,0.011703297989373406
ADAMTS9,0.11903589447078251,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.051336726384262e-05,0.0,0.0,0.011703297989373406
DDX39B,0.1185632665467071,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.056036921179334e-05,0.0,0.0,0.011703297989373406
PPIAL4G,0.11837605016030353,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.657939317390495e-05,0.0,0.0,0.011703297989373406
CXCL1,0.11831261766327297,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.783209386208218e-05,0.0,0.0,0.011703297989373406
CYP1B1,0.11828751644545245,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.8800857902708434e-05,0.0,0.0,0.011703297989373406
SGTB,0.11699965924730645,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.7263353697941944e-05,0.0,0.0,0.011703297989373406
CD1C,0.1168337204189076,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.244251451199048e-05,0.0,0.0,0.011703297989373406
ANK2,0.11666845719880115,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.261094237688283e-05,0.0,0.0,0.011703297989373406
CFH,0.11642670118420673,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.766295712174321e-05,0.0,0.0,0.011703297989373406
FCER1G,0.11617034249492035,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.502580369471454e-05,0.0,0.0,0.011703297989373406
PKD2,0.1159133638283638,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.234955848654886e-05,0.0,0.0,0.011703297989373406
ADH1B,0.11360021104856544,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.530443795663893e-05,0.0,0.0,0.011703297989373406
IL12RB2,0.11333888543339453,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.178515521999642e-05,0.0,0.0,0.011703297989373406
SPOCK1,0.11283470605893012,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.9584219757124104e-05,0.0,0.0,0.011703297989373406
FILIP1L,0.11267703804610328,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.2906101922183975e-05,0.0,0.0,0.011703297989373406
TTLL3,0.11209133060660885,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.674922507052888e-05,0.0,0.0,0.011703297989373406
FMNL2,0.11206404136780546,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.5800597927505e-05,0.0,0.0,0.011703297989373406
KMO,0.11139763498076623,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.49301114556835e-05,0.0,0.0,0.011703297989373406
NPL,0.11086313497984204,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.4753727574379924e-05,0.0,0.0,0.011703297989373406
ZBTB20,0.11060001468400692,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.910025845337551e-05,0.0,0.0,0.011703297989373406
PPM1M,0.11044712000415455,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.9463231690096114e-05,0.0,0.0,0.011703297989373406
CYBRD1,0.11043057989795714,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.193434737406763e-05,0.0,0.0,0.011703297989373406
GNL1,0.11033877011609572,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.19260943262234e-05,0.0,0.0,0.011703297989373406
CEBPZ,0.11029732138739815,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.000239805035272e-05,0.0,0.0,0.011703297989373406
RASGRF2,0.11029411692710192,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.696577798844251e-05,0.0,0.0,0.011703297989373406
GXYLT2,0.1102808972590949,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.628542165002522e-05,0.0,0.0,0.011703297989373406
SLC1A3,0.1101714096457283,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.554527796795764e-05,0.0,0.0,0.011703297989373406
PDGFRA,0.10978613150242138,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.303087959331234e-05,0.0,0.0,0.011703297989373406
PRG4,0.10940811048468231,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.376609368330119e-05,0.0,0.0,0.011703297989373406
TTN,0.10891616645746627,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.041601382238785e-05,0.0,0.0,0.011703297989373406
ANXA5,0.10831382646083873,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.403747593661913e-05,0.0,0.0,0.011703297989373406
SEPTIN11,0.1079555106970644,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.81831873208282e-05,0.0,0.0,0.011703297989373406
HES4,0.10793139705852063,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.401981700118689e-05,0.0,0.0,0.011703297989373406
CDC42EP3,0.1073568124258582,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.778365102319038e-05,0.0,0.0,0.011703297989373406
SOD3,0.10646258066907757,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.8111370028148055e-05,0.0,0.0,0.011703297989373406
ARL15,0.10623905635646691,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.6418166139940524e-05,0.0,0.0,0.011703297989373406
KYNU,0.10617097109957804,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.126853451109378e-05,0.0,0.0,0.011703297989373406
RBP7,0.10556479737320261,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.134616524441577e-05,0.0,0.0,0.011703297989373406
YTHDC2,0.10528419342166864,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.677854381564833e-05,0.0,0.0,0.011703297989373406
RGS14,0.10475641458741997,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.508202126504471e-05,0.0,0.0,0.011703297989373406
RBMS3,0.10457393259583152,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.7118288581063726e-05,0.0,0.0,0.011703297989373406
PRRX1,0.1042145675185949,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.384600190723119e-05,0.0,0.0,0.011703297989373406
BFSP2,0.1037704726182772,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.1337618588683206e-05,0.0,0.0,0.011703297989373406
LAMC1,0.103674384807465,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.119541279533172e-05,0.0,0.0,0.011703297989373406
NAAA,0.10366005240753502,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.9762310324166573e-05,0.0,0.0,0.011703297989373406
ECSCR,0.10343953134311845,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.336573647505308e-05,0.0,0.0,0.011703297989373406
SH3TC1,0.10322554279361985,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.995080414998809e-05,0.0,0.0,0.011703297989373406
FMO2,0.10322098183871047,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.640066909990562e-05,0.0,0.0,0.011703297989373406
INPP5B,0.10319733124333157,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.433431854600117e-05,0.0,0.0,0.011703297989373406
HTRA3,0.10314628477653169,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.9877289469722854e-05,0.0,0.0,0.011703297989373406
DPYSL3,0.1029267961827108,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.633283698275493e-05,0.0,0.0,0.011703297989373406
LST1,0.10251035805208568,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.031575589970397e-05,0.0,0.0,0.011703297989373406
ATF3,0.10239307483821702,0.0,8.407771530552179e-05,0.0,0.009900990099009901,3.9923163003924815e-05,0.0,0.0,0.011703297989373406
ABCC5,0.1010842202948438,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.080365339567719e-05,0.0,0.0,0.011703297989373406
UCHL1,0.1008189065960267,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.178145473388727e-05,0.0,0.0,0.011703297989373406
UBE2E3,0.10050937399503393,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.675219966415815e-05,0.0,0.0,0.011703297989373406
SLC11A1,0.1004338850783792,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.842553678220233e-05,0.0,0.0,0.011703297989373406
SLC6A6,0.0992912499640316,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.804832035156994e-05,0.0,0.0,0.011703297989373406
SH2D2A,0.09921810906023205,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.48314825205751e-05,0.0,0.0,0.011703297989373406
MICA,0.09769728221610353,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.023923644179866e-05,0.0,0.0,0.011703297989373406
PLPP3,0.09744954811907262,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.43763072774793e-05,0.0,0.0,0.011703297989373406
PPP1CB,0.0966958365140802,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.501675742747897e-05,0.0,0.0,0.011703297989373406
GALNT14,0.09663564577069693,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.205917468173035e-05,0.0,0.0,0.011703297989373406
GPR137B,0.09650383296748907,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.348717891783746e-05,0.0,0.0,0.011703297989373406
MCTP1,0.09642297367226846,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.587971444108115e-05,0.0,0.0,0.011703297989373406
TLR2,0.09557048203734403,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.551636834439828e-05,0.0,0.0,0.011703297989373406
RNPC3,0.09468845601078141,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.132036583905272e-05,0.0,0.0,0.011703297989373406
RARRES1,0.09386139231800383,0.0,8.407771530552179e-05,0.0,0.009900990099009901,3.969922283120978e-05,0.0,0.0,0.011703297989373406
FRAS1,0.09334160854231142,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.264145001831888e-05,0.0,0.0,0.011703297989373406
VEGFC,0.09332995853351103,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.6880251077964095e-05,0.0,0.0,0.011703297989373406
SNX27,0.09320601479485231,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.9017694107371956e-05,0.0,0.0,0.011703297989373406
ST3GAL5,0.09242884772219226,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.271196109331362e-05,0.0,0.0,0.011703297989373406
C1orf198,0.0920050682938724,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.668937672371942e-05,0.0,0.0,0.011703297989373406
CASP10,0.09095237805117061,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.7340488619165124e-05,0.0,0.0,0.011703297989373406
CLCA2,0.09060465023851164,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.653080537213302e-05,0.0,0.0,0.011703297989373406
LY6G5B,0.09053513268154516,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.257224300009901e-05,0.0,0.0,0.011703297989373406
PDE5A,0.08991067703843142,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.189307444805593e-05,0.0,0.0,0.011703297989373406
ARHGAP10,0.08947965076466753,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.507200840070039e-05,0.0,0.0,0.011703297989373406
PPA2,0.08843540318646957,0.0,8.407771530552179e-05,0.0,0.009900990099009901,3.853082456580544e-05,0.0,0.0,0.011703297989373406
PODN,0.0883570696665261,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.698588327051806e-05,0.0,0.0,0.011703297989373406
CPE,0.0882572945381757,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.5697152777113645e-05,0.0,0.0,0.011703297989373406
SNED1,0.08808693217625257,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.117691014826506e-05,0.0,0.0,0.011703297989373406
HEG1,0.08803320229445977,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.301437549298544e-05,0.0,0.0,0.011703297989373406
LOX,0.08775982337597066,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.165718638995182e-05,0.0,0.0,0.011703297989373406
DHRS9,0.08757903348820265,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.9159959928620765e-05,0.0,0.0,0.011703297989373406
TNFRSF9,0.08720286712989703,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.728072595044583e-05,0.0,0.0,0.011703297989373406
COL4A4,0.08691513315013022,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.704490671549063e-05,0.0,0.0,0.011703297989373406
MEF2D,0.08676249366991214,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.383389287777936e-05,0.0,0.0,0.011703297989373406
OTULINL,0.08659912435887149,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.809202987762222e-05,0.0,0.0,0.011703297989373406
COBLL1,0.08656554720661036,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.571889340250117e-05,0.0,0.0,0.011703297989373406
CALCRL,0.08637376143690909,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.00227806473391e-05,0.0,0.0,0.011703297989373406
BSDC1,0.08590532993014922,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.335422329577529e-05,0.0,0.0,0.011703297989373406
FAT1,0.08530064814047532,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.6592943758956005e-05,0.0,0.0,0.011703297989373406
PDGFC,0.08526136000587915,0.0,8.407771530552179e-05,0.0,0.009900990099009901,3.974573162638087e-05,0.0,0.0,0.011703297989373406
DPT,0.08504357304738781,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.520949219221046e-05,0.0,0.0,0.011703297989373406
PDPN,0.08488822287458848,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.597639451572004e-05,0.0,0.0,0.011703297989373406
BOC,0.08486469669146388,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.191140272320304e-05,0.0,0.0,0.011703297989373406
IL6R,0.08440205937971947,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.416229913900301e-05,0.0,0.0,0.011703297989373406
EMILIN1,0.0843298526067423,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.034198165499963e-05,0.0,0.0,0.011703297989373406
ARL10,0.08389144675265914,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.686316779594399e-05,0.0,0.0,0.011703297989373406
FAP,0.08381269907216013,0.0,8.407771530552179e-05,0.0,0.009900990099009901,7.057858763181512e-05,0.0,0.0,0.011703297989373406
KCNA3,0.08343722345369899,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.579175942650535e-05,0.0,0.0,0.011703297989373406
PLA1A,0.08338341187233674,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.862795096435206e-05,0.0,0.0,0.011703297989373406
FHL2,0.0831027726478754,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.476606358775887e-05,0.0,0.0,0.011703297989373406
COL8A1,0.08292423009932097,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.26747412342915e-05,0.0,0.0,0.011703297989373406
DNAH1,0.08228859080495325,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.6036677391000256e-05,0.0,0.0,0.011703297989373406
SLCO2A1,0.08224341961811328,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.0377711389773934e-05,0.0,0.0,0.011703297989373406
DISC1,0.0820317118984775,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.223611404416862e-05,0.0,0.0,0.011703297989373406
FOSL2,0.08171475504653748,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.509269026345918e-05,0.0,0.0,0.011703297989373406
CCDC152,0.08109390999028446,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.6830370254853025e-05,0.0,0.0,0.011703297989373406
STX6,0.08006408799603092,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.314142815497862e-05,0.0,0.0,0.011703297989373406
SLC9A9,0.07991020733076075,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.962997190017611e-05,0.0,0.0,0.011703297989373406
POLR3GL,0.07974241290434733,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.6358848355539496e-05,0.0,0.0,0.011703297989373406
LMCD1,0.07946649906922601,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.317319154909459e-05,0.0,0.0,0.011703297989373406
FST,0.07934150517994999,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.662090054352838e-05,0.0,0.0,0.011703297989373406
NRN1,0.07891676225057874,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.502138047840936e-05,0.0,0.0,0.011703297989373406
ZBTB38,0.07841333645162443,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.222721370611843e-05,0.0,0.0,0.011703297989373406
GUCY1A1,0.07805874802283308,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.533839776609235e-05,0.0,0.0,0.011703297989373406
FGR,0.07787734471625872,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.426740994954088e-05,0.0,0.0,0.011703297989373406
MATN3,0.07746178771594436,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.206777883934002e-05,0.0,0.0,0.011703297989373406
P2RY12,0.07695935272840253,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.524852601792356e-05,0.0,0.0,0.011703297989373406
SDC3,0.07647588279805224,0.0,8.407771530552179e-05,0.0,0.009900990099009901,5.5671672794452504e-05,0.0,0.0,0.011703297989373406
SLC39A10,0.07634051680968303,0.0,8.407771530552179e-05,0.0,0.009900990099009901,6.427052249290538e-05,0.0,0.0,0.011703297989373406
FAM43A,0.076286313882505,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.298334076813752e-05,0.0,0.0,0.011703297989373406
WLS,0.07588412711621123,0.0,8.407771530552179e-05,0.0,0.009900990099009901,4.379399913639173e-05,0.0,0.0,0.011703297989373406
FCER1A,0.07527442344899812,1.1102230246251565e-16,8.407771530552179e-05,0.0,0.009900990099009901,7.816333853103898e-05,1.901066822988282e-16,0.0,0.011703297989373406
KALRN,0.0751429933937654,1.1102230246251565e-16,8.407771530552179e-05,0.0,0.009900990099009901,6.219892454455657e-05,1.901066822988282e-16,0.0,0.011703297989373406
SPINK2,0.07514187766601596,1.1102230246251565e-16,8.407771530552179e-05,0.0,0.009900990099009901,6.593503226023776e-05,1.901066822988282e-16,0.0,0.011703297989373406
MFAP2,0.07464173829083906,1.1102230246251565e-16,8.407771530552179e-05,0.0,0.009900990099009901,5.8965863890624396e-05,1.901066822988282e-16,0.0,0.011703297989373406
HK3,0.07399920155109549,3.3306690738754696e-16,8.407771530552179e-05,0.0,0.009900990099009901,4.837857442783178e-05,5.674052936755485e-16,0.0,0.011703297989373406
ANKRD33B,0.07377423691677967,3.3306690738754696e-16,8.407771530552179e-05,0.0,0.009900990099009901,4.88938972272448e-05,5.674052936755485e-16,0.0,0.011703297989373406
FMOD,0.0737649439171393,3.3306690738754696e-16,8.407771530552179e-05,0.0,0.009900990099009901,4.3661566992457035e-05,5.674052936755485e-16,0.0,0.011703297989373406
